"","datetime","time","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","dayOfWeek"
"4373",2011-10-14 06:00:00,"06:00:00","4","0","1","3",22.96,26.515,88,12.998,94,"maandag"
"3661",2011-09-03 11:00:00,"11:00:00","3","0","0","3",27.06,31.06,69,190.012,194,"zaterdag"
"5235",2011-12-12 05:00:00,"05:00:00","4","0","1","1",6.56,11.365,80,0,21,"donderdag"
"9417",2012-09-15 18:00:00,"18:00:00","3","0","0","2",26.24,31.06,36,190.012,614,"zondag"
"9393",2012-09-14 18:00:00,"18:00:00","3","0","1","1",29.52,32.575,45,150.013,808,"zaterdag"
"5434",2012-01-01 12:00:00,"12:00:00","1","0","0","1",16.4,20.455,62,190.012,201,"zaterdag"
"1546",2011-04-10 07:00:00,"07:00:00","2","0","0","2",14.76,18.18,100,60.032,10,"dinsdag"
"6565",2012-03-10 19:00:00,"19:00:00","1","0","0","1",13.94,18.18,25,0,184,"zaterdag"
"5234",2011-12-12 04:00:00,"04:00:00","4","0","1","1",7.38,12.12,74,0,3,"donderdag"
"5088",2011-12-06 02:00:00,"02:00:00","4","0","1","2",18.86,22.725,87,12.998,3,"woensdag"
"5611",2012-01-08 22:00:00,"22:00:00","1","0","0","1",10.66,13.635,60,70.015,58,"zondag"
"5515",2012-01-04 22:00:00,"22:00:00","1","0","1","2",8.2,11.365,47,60.032,52,"dinsdag"
"2789",2011-07-05 03:00:00,"03:00:00","3","0","1","1",27.06,31.06,74,150.013,8,"woensdag"
"2093",2011-05-14 03:00:00,"03:00:00","2","0","0","2",20.5,24.24,88,89.981,35,"dinsdag"
"2603",2011-06-16 09:00:00,"09:00:00","2","0","1","2",25.42,30.305,65,12.998,261,"maandag"
"9532",2012-10-01 13:00:00,"13:00:00","4","0","1","2",24.6,31.06,43,110.014,305,"zaterdag"
"6805",2012-04-01 20:00:00,"20:00:00","2","0","0","2",20.5,24.24,59,150.013,232,"vrijdag"
"10165",2012-11-08 23:00:00,"23:00:00","4","0","1","1",13.94,15.15,46,239.994,87,"donderdag"
"5181",2011-12-09 23:00:00,"23:00:00","4","0","1","1",11.48,15.91,81,0,94,"zondag"
"4609",2011-11-05 03:00:00,"03:00:00","4","0","0","1",12.3,13.635,52,199.995,8,"zondag"
"4027",2011-09-18 20:00:00,"20:00:00","3","0","0","2",22.14,25.76,68,60.032,180,"donderdag"
"2357",2011-06-06 03:00:00,"03:00:00","2","0","1","1",23.78,27.275,88,0,5,"dinsdag"
"540",2011-02-05 16:00:00,"16:00:00","1","0","0","3",9.02,11.365,100,89.981,71,"zondag"
"6335",2012-03-01 05:00:00,"05:00:00","1","0","1","1",19.68,23.485,88,110.014,18,"dinsdag"
"1351",2011-04-02 04:00:00,"04:00:00","2","0","0","1",9.84,12.12,70,110.014,5,"zaterdag"
"7052",2012-04-12 05:00:00,"05:00:00","2","0","1","1",12.3,14.395,61,150.013,21,"vrijdag"
"10272",2012-11-13 10:00:00,"10:00:00","4","0","1","3",12.3,13.635,75,260.027,94,"woensdag"
"1147",2011-03-12 11:00:00,"11:00:00","1","0","0","1",13.94,15.15,49,220.028,119,"dinsdag"
"5201",2011-12-10 19:00:00,"19:00:00","4","0","0","1",10.66,12.12,38,190.012,154,"maandag"
"1550",2011-04-10 11:00:00,"11:00:00","2","0","0","2",16.4,20.455,87,89.981,202,"dinsdag"
"8247",2012-07-05 00:00:00,"00:00:00","3","0","1","1",30.34,33.335,51,70.015,88,"woensdag"
"7965",2012-06-12 06:00:00,"06:00:00","2","0","1","2",24.6,27.275,88,89.981,136,"woensdag"
"4620",2011-11-05 14:00:00,"14:00:00","4","0","0","1",17.22,21.21,35,89.981,386,"zondag"
"4787",2011-11-12 13:00:00,"13:00:00","4","0","0","1",19.68,23.485,36,190.012,353,"dinsdag"
"4941",2011-11-18 23:00:00,"23:00:00","4","0","1","1",10.66,13.635,60,89.981,59,"dinsdag"
"10625",2012-12-09 03:00:00,"03:00:00","4","0","0","2",16.4,20.455,87,70.015,48,"zondag"
"3573",2011-08-18 19:00:00,"19:00:00","3","0","1","1",27.06,30.305,83,70.015,141,"maandag"
"4288",2011-10-10 17:00:00,"17:00:00","4","1","0","2",27.06,31.06,54,70.015,459,"woensdag"
"6446",2012-03-05 20:00:00,"20:00:00","1","0","1","1",10.66,11.365,37,310.009,179,"zondag"
"10663",2012-12-10 17:00:00,"17:00:00","4","0","1","2",19.68,23.485,82,190.012,616,"maandag"
"7365",2012-05-06 06:00:00,"06:00:00","2","0","0","3",21.32,25,83,150.013,17,"zaterdag"
"5346",2011-12-16 20:00:00,"20:00:00","4","0","1","2",13.12,15.91,45,12.998,152,"dinsdag"
"10674",2012-12-11 04:00:00,"04:00:00","4","0","1","2",13.94,15.91,76,190.012,8,"dinsdag"
"79",2011-01-04 11:00:00,"11:00:00","1","0","1","1",9.02,10.605,51,199.995,57,"dinsdag"
"8550",2012-07-17 15:00:00,"15:00:00","3","0","1","1",37.72,40.91,31,110.014,244,"donderdag"
"4680",2011-11-08 02:00:00,"02:00:00","4","0","1","1",13.12,17.425,87,0,1,"donderdag"
"2068",2011-05-13 02:00:00,"02:00:00","2","0","1","2",20.5,24.24,88,89.981,11,"maandag"
"10110",2012-11-06 15:00:00,"15:00:00","4","0","1","1",13.94,15.91,46,169.979,272,"maandag"
"6381",2012-03-03 03:00:00,"03:00:00","1","0","0","2",14.76,17.425,93,110.014,21,"donderdag"
"2937",2011-07-11 07:00:00,"07:00:00","3","0","1","1",28.7,33.335,74,169.979,317,"woensdag"
"7143",2012-04-16 00:00:00,"00:00:00","2","1","0","1",26.24,31.06,53,220.028,41,"woensdag"
"7484",2012-05-11 05:00:00,"05:00:00","2","0","1","1",17.22,21.21,47,110.014,26,"vrijdag"
"4209",2011-10-07 10:00:00,"10:00:00","4","0","1","1",21.32,25,68,60.032,174,"zaterdag"
"4887",2011-11-16 17:00:00,"17:00:00","4","0","1","2",19.68,23.485,88,12.998,233,"zondag"
"249",2011-01-11 18:00:00,"18:00:00","1","0","1","3",6.56,9.09,93,70.015,95,"donderdag"
"9779",2012-10-11 20:00:00,"20:00:00","4","0","1","1",17.22,21.21,62,110.014,415,"donderdag"
"4611",2011-11-05 05:00:00,"05:00:00","4","0","0","1",10.66,11.365,60,220.028,2,"zondag"
"7945",2012-06-11 10:00:00,"10:00:00","2","0","1","1",29.52,34.09,62,110.014,147,"maandag"
"9780",2012-10-11 21:00:00,"21:00:00","4","0","1","1",17.22,21.21,62,89.981,260,"donderdag"
"6355",2012-03-02 01:00:00,"01:00:00","1","0","1","1",13.94,15.91,49,150.013,20,"woensdag"
"6339",2012-03-01 09:00:00,"09:00:00","1","0","1","1",18.86,22.725,77,169.979,286,"dinsdag"
"2138",2011-05-16 00:00:00,"00:00:00","2","0","1","1",21.32,25,94,70.015,38,"vrijdag"
"8362",2012-07-09 19:00:00,"19:00:00","3","0","1","1",30.34,34.09,55,110.014,631,"maandag"
"4805",2011-11-13 07:00:00,"07:00:00","4","0","0","1",13.94,15.91,66,150.013,43,"woensdag"
"7962",2012-06-12 03:00:00,"03:00:00","2","0","1","2",27.06,31.06,69,169.979,12,"woensdag"
"7798",2012-06-05 07:00:00,"07:00:00","2","0","1","1",19.68,23.485,77,199.995,569,"maandag"
"10798",2012-12-16 08:00:00,"08:00:00","4","0","0","2",14.76,17.425,87,89.981,88,"dinsdag"
"1208",2011-03-15 02:00:00,"02:00:00","1","0","1","1",12.3,15.15,62,60.032,3,"vrijdag"
"3217",2011-08-03 23:00:00,"23:00:00","3","0","1","2",27.88,31.82,89,60.032,56,"woensdag"
"1853",2011-05-04 03:00:00,"03:00:00","2","0","1","3",17.22,21.21,88,350.008,1,"donderdag"
"5194",2011-12-10 12:00:00,"12:00:00","4","0","0","1",13.12,14.395,45,279.993,283,"maandag"
"5999",2012-02-06 05:00:00,"05:00:00","1","0","1","1",7.38,10.605,80,70.015,17,"maandag"
"4236",2011-10-08 13:00:00,"13:00:00","4","0","0","1",25.42,31.06,46,70.015,485,"maandag"
"8124",2012-06-18 21:00:00,"21:00:00","2","0","1","2",25.42,29.545,73,70.015,273,"woensdag"
"8964",2012-08-15 21:00:00,"21:00:00","3","0","1","1",28.7,32.575,61,12.998,315,"donderdag"
"2310",2011-06-04 04:00:00,"04:00:00","2","0","0","1",21.32,25,59,60.032,15,"zondag"
"8375",2012-07-10 08:00:00,"08:00:00","3","0","1","1",29.52,34.85,74,89.981,649,"dinsdag"
"2569",2011-06-14 23:00:00,"23:00:00","2","0","1","1",22.96,26.515,68,150.013,110,"vrijdag"
"2318",2011-06-04 12:00:00,"12:00:00","2","0","0","1",28.7,31.82,32,110.014,420,"zondag"
"5650",2012-01-10 14:00:00,"14:00:00","1","0","1","1",17.22,21.21,38,199.995,106,"woensdag"
"523",2011-02-04 23:00:00,"23:00:00","1","0","1","2",9.84,12.12,70,89.981,31,"vrijdag"
"8323",2012-07-08 04:00:00,"04:00:00","3","0","0","1",31.98,37.88,66,70.015,13,"zondag"
"7402",2012-05-07 19:00:00,"19:00:00","2","0","1","1",23.78,27.275,56,220.028,546,"zondag"
"6097",2012-02-10 07:00:00,"07:00:00","1","0","1","1",8.2,10.605,59,110.014,230,"zaterdag"
"1445",2011-04-06 02:00:00,"02:00:00","2","0","1","1",9.84,12.12,70,89.981,5,"donderdag"
"6520",2012-03-08 22:00:00,"22:00:00","1","0","1","1",22.96,26.515,49,220.028,153,"donderdag"
"1289",2011-03-18 14:00:00,"14:00:00","1","0","1","1",27.06,31.06,39,169.979,174,"dinsdag"
"8401",2012-07-11 10:00:00,"10:00:00","3","0","1","2",29.52,34.09,62,89.981,195,"woensdag"
"4808",2011-11-13 10:00:00,"10:00:00","4","0","0","1",18.04,21.97,44,220.028,241,"woensdag"
"5415",2011-12-19 17:00:00,"17:00:00","4","0","1","1",15.58,19.695,46,12.998,378,"vrijdag"
"10757",2012-12-14 15:00:00,"15:00:00","4","0","1","1",16.4,20.455,47,110.014,309,"zaterdag"
"5425",2012-01-01 03:00:00,"03:00:00","1","0","0","1",12.3,16.665,81,0,52,"zaterdag"
"8171",2012-07-01 20:00:00,"20:00:00","3","0","0","1",34.44,37.12,39,89.981,332,"vrijdag"
"283",2011-01-13 06:00:00,"06:00:00","1","0","1","1",4.92,7.575,54,89.981,28,"zondag"
"7114",2012-04-14 19:00:00,"19:00:00","2","0","0","2",24.6,31.06,40,110.014,459,"zondag"
"5394",2011-12-18 20:00:00,"20:00:00","4","0","0","1",9.84,12.88,60,70.015,104,"donderdag"
"9754",2012-10-10 19:00:00,"19:00:00","4","0","1","2",22.96,26.515,46,390.007,566,"woensdag"
"7568",2012-05-14 17:00:00,"17:00:00","2","0","1","3",22.96,26.515,88,169.979,229,"dinsdag"
"1217",2011-03-15 12:00:00,"12:00:00","1","0","1","2",14.76,17.425,50,150.013,102,"vrijdag"
"3489",2011-08-15 07:00:00,"07:00:00","3","0","1","1",24.6,27.275,88,169.979,258,"donderdag"
"7234",2012-04-19 19:00:00,"19:00:00","2","0","1","1",23.78,27.275,46,89.981,586,"zaterdag"
"1179",2011-03-13 20:00:00,"20:00:00","1","0","0","1",13.12,15.15,57,199.995,77,"woensdag"
"5800",2012-01-16 20:00:00,"20:00:00","1","1","0","1",10.66,12.12,60,190.012,90,"woensdag"
"766",2011-02-15 08:00:00,"08:00:00","1","0","1","1",8.2,9.09,32,239.994,223,"vrijdag"
"1449",2011-04-06 06:00:00,"06:00:00","2","0","1","1",9.84,12.88,70,70.015,56,"donderdag"
"8287",2012-07-06 16:00:00,"16:00:00","3","0","1","1",37.72,40.91,29,70.015,369,"donderdag"
"8000",2012-06-13 17:00:00,"17:00:00","2","0","1","1",29.52,32.575,32,329.975,857,"donderdag"
"373",2011-01-17 01:00:00,"01:00:00","1","1","0","2",8.2,9.85,44,12.998,16,"vrijdag"
"2146",2011-05-16 08:00:00,"08:00:00","2","0","1","1",22.96,26.515,73,199.995,394,"vrijdag"
"2017",2011-05-10 23:00:00,"23:00:00","2","0","1","2",21.32,25,59,89.981,81,"donderdag"
"10180",2012-11-09 14:00:00,"14:00:00","4","0","1","1",18.86,22.725,38,12.998,274,"vrijdag"
"8790",2012-08-08 15:00:00,"15:00:00","3","0","1","2",34.44,37.88,44,12.998,278,"woensdag"
"5209",2011-12-11 03:00:00,"03:00:00","4","0","0","1",6.56,9.09,59,89.981,19,"dinsdag"
"9504",2012-09-19 09:00:00,"09:00:00","3","0","1","1",22.14,25.76,60,169.979,362,"vrijdag"
"882",2011-03-01 05:00:00,"05:00:00","1","0","1","1",8.2,9.09,64,190.012,2,"dinsdag"
"6866",2012-04-04 10:00:00,"10:00:00","2","0","1","2",22.14,25.76,45,89.981,167,"dinsdag"
"9493",2012-09-18 22:00:00,"22:00:00","3","0","1","3",23.78,27.275,83,310.009,151,"donderdag"
"2960",2011-07-12 06:00:00,"06:00:00","3","0","1","1",30.34,34.09,58,150.013,115,"vrijdag"
"4409",2011-10-15 18:00:00,"18:00:00","4","0","0","1",22.14,25.76,39,12.998,372,"dinsdag"
"8764",2012-08-07 13:00:00,"13:00:00","3","0","1","2",32.8,37.12,52,12.998,253,"maandag"
"9457",2012-09-17 10:00:00,"10:00:00","3","0","1","2",25.42,30.305,65,12.998,202,"woensdag"
"399",2011-01-18 15:00:00,"15:00:00","1","0","1","2",9.02,11.365,87,110.014,35,"zaterdag"
"879",2011-03-01 02:00:00,"02:00:00","1","0","1","1",9.84,10.605,65,260.027,4,"dinsdag"
"7308",2012-05-03 21:00:00,"21:00:00","2","0","1","1",25.42,29.545,78,89.981,299,"dinsdag"
"3103",2011-07-18 05:00:00,"05:00:00","3","0","1","1",26.24,29.545,78,70.015,17,"vrijdag"
"4395",2011-10-15 04:00:00,"04:00:00","4","0","0","1",17.22,21.21,67,89.981,6,"dinsdag"
"4414",2011-10-15 23:00:00,"23:00:00","4","0","0","1",19.68,23.485,41,110.014,135,"dinsdag"
"3015",2011-07-14 13:00:00,"13:00:00","3","0","1","1",31.16,33.335,33,220.028,177,"zondag"
"4372",2011-10-14 05:00:00,"05:00:00","4","0","1","2",22.96,26.515,94,110.014,17,"maandag"
"5398",2011-12-19 00:00:00,"00:00:00","4","0","1","1",8.2,11.365,75,60.032,17,"vrijdag"
"1203",2011-03-14 21:00:00,"21:00:00","1","0","1","1",13.94,16.665,46,89.981,63,"donderdag"
"2865",2011-07-08 07:00:00,"07:00:00","3","0","1","2",28.7,33.335,79,12.998,332,"zondag"
"38",2011-01-02 15:00:00,"15:00:00","1","0","0","3",13.94,16.665,81,110.014,74,"zondag"
"5547",2012-01-06 06:00:00,"06:00:00","1","0","1","2",9.02,12.12,73,70.015,70,"vrijdag"
"468",2011-02-02 14:00:00,"14:00:00","1","0","1","1",15.58,19.695,82,260.027,63,"woensdag"
"9640",2012-10-06 01:00:00,"01:00:00","4","0","0","1",22.96,26.515,83,169.979,141,"vrijdag"
"10772",2012-12-15 06:00:00,"06:00:00","4","0","0","2",9.84,14.395,75,0,11,"zondag"
"1207",2011-03-15 01:00:00,"01:00:00","1","0","1","1",12.3,15.15,62,60.032,10,"vrijdag"
"8418",2012-07-12 03:00:00,"03:00:00","3","0","1","1",26.24,30.305,69,70.015,10,"vrijdag"
"2457",2011-06-10 07:00:00,"07:00:00","2","0","1","1",29.52,34.09,66,70.015,267,"zondag"
"2594",2011-06-16 00:00:00,"00:00:00","2","0","1","1",24.6,31.06,56,70.015,47,"maandag"
"9668",2012-10-07 05:00:00,"05:00:00","4","0","0","2",18.04,21.97,54,89.981,10,"zaterdag"
"1569",2011-04-11 07:00:00,"07:00:00","2","0","1","2",20.5,24.24,88,150.013,176,"woensdag"
"6795",2012-04-01 10:00:00,"10:00:00","2","0","0","2",16.4,20.455,71,70.015,360,"vrijdag"
"3552",2011-08-17 22:00:00,"22:00:00","3","0","1","1",28.7,32.575,65,12.998,171,"zondag"
"7698",2012-06-01 03:00:00,"03:00:00","2","0","1","2",25.42,29.545,73,60.032,4,"woensdag"
"979",2011-03-05 06:00:00,"06:00:00","1","0","0","2",12.3,14.395,100,150.013,4,"zondag"
"314",2011-01-14 14:00:00,"14:00:00","1","0","1","1",9.02,10.605,41,190.012,64,"maandag"
"9285",2012-09-10 06:00:00,"06:00:00","3","0","1","1",20.5,24.24,72,89.981,180,"maandag"
"4513",2011-11-01 03:00:00,"03:00:00","4","0","1","2",14.76,17.425,81,89.981,6,"dinsdag"
"5966",2012-02-04 19:00:00,"19:00:00","1","0","0","3",10.66,13.635,87,89.981,80,"vrijdag"
"8793",2012-08-08 18:00:00,"18:00:00","3","0","1","2",31.98,36.365,55,110.014,862,"woensdag"
"2308",2011-06-04 02:00:00,"02:00:00","2","0","0","1",22.14,25.76,56,12.998,59,"zondag"
"6364",2012-03-02 10:00:00,"10:00:00","1","0","1","1",14.76,17.425,50,110.014,132,"woensdag"
"10276",2012-11-13 14:00:00,"14:00:00","4","0","1","1",15.58,19.695,46,260.027,203,"woensdag"
"1919",2011-05-06 21:00:00,"21:00:00","2","0","1","1",19.68,23.485,67,89.981,152,"zaterdag"
"575",2011-02-07 03:00:00,"03:00:00","1","0","1","1",8.2,12.88,86,0,1,"dinsdag"
"3582",2011-08-19 04:00:00,"04:00:00","3","0","1","1",26.24,28.79,83,0,8,"dinsdag"
"4608",2011-11-05 02:00:00,"02:00:00","4","0","0","1",12.3,13.635,52,220.028,31,"zondag"
"7103",2012-04-14 08:00:00,"08:00:00","2","0","0","1",14.76,17.425,71,89.981,160,"zondag"
"10782",2012-12-15 16:00:00,"16:00:00","4","0","0","1",16.4,20.455,50,89.981,413,"zondag"
"9603",2012-10-04 12:00:00,"12:00:00","4","0","1","2",29.52,33.335,54,12.998,288,"woensdag"
"4082",2011-10-02 03:00:00,"03:00:00","4","0","0","3",13.94,15.91,87,190.012,9,"zondag"
"5014",2011-12-03 00:00:00,"00:00:00","4","0","0","1",12.3,14.395,56,169.979,75,"zaterdag"
"7996",2012-06-13 13:00:00,"13:00:00","2","0","1","2",28.7,31.82,45,260.027,255,"donderdag"
"8368",2012-07-10 01:00:00,"01:00:00","3","0","1","1",28.7,33.335,74,89.981,15,"dinsdag"
"10758",2012-12-14 16:00:00,"16:00:00","4","0","1","1",15.58,19.695,54,12.998,417,"zaterdag"
"8333",2012-07-08 14:00:00,"14:00:00","3","0","0","1",39.36,45.455,36,110.014,312,"zondag"
"9830",2012-10-13 23:00:00,"23:00:00","4","0","0","1",17.22,21.21,58,199.995,125,"zondag"
"5253",2011-12-12 23:00:00,"23:00:00","4","0","1","1",9.84,14.395,75,0,45,"donderdag"
"8957",2012-08-15 14:00:00,"14:00:00","3","0","1","2",31.16,34.85,52,199.995,255,"donderdag"
"2735",2011-07-02 21:00:00,"21:00:00","3","0","0","1",30.34,33.335,48,12.998,232,"zaterdag"
"9352",2012-09-13 01:00:00,"01:00:00","3","0","1","1",22.14,25.76,77,60.032,28,"vrijdag"
"7586",2012-05-15 11:00:00,"11:00:00","2","0","1","1",26.24,29.545,78,12.998,224,"woensdag"
"9072",2012-09-01 09:00:00,"09:00:00","3","0","0","2",31.16,35.605,58,12.998,237,"donderdag"
"4783",2011-11-12 09:00:00,"09:00:00","4","0","0","1",12.3,15.15,61,110.014,160,"dinsdag"
"2194",2011-05-18 08:00:00,"08:00:00","2","0","1","1",22.96,26.515,88,190.012,453,"zondag"
"5475",2012-01-03 06:00:00,"06:00:00","1","0","1","1",5.74,6.06,59,190.012,85,"maandag"
"2064",2011-05-12 22:00:00,"22:00:00","2","0","1","1",22.14,25.76,83,12.998,172,"zondag"
"4025",2011-09-18 18:00:00,"18:00:00","3","0","0","2",22.96,26.515,60,70.015,289,"donderdag"
"9375",2012-09-14 00:00:00,"00:00:00","3","0","1","1",22.96,26.515,73,60.032,87,"zaterdag"
"8873",2012-08-12 02:00:00,"02:00:00","3","0","0","1",26.24,30.305,69,89.981,86,"maandag"
"6224",2012-02-15 14:00:00,"14:00:00","1","0","1","1",17.22,21.21,41,239.994,134,"vrijdag"
"5025",2011-12-03 11:00:00,"11:00:00","4","0","0","1",13.12,16.665,57,60.032,275,"zaterdag"
"1925",2011-05-07 03:00:00,"03:00:00","2","0","0","1",17.22,21.21,77,60.032,18,"zondag"
"6851",2012-04-03 19:00:00,"19:00:00","2","0","1","1",22.96,26.515,26,70.015,558,"zondag"
"8853",2012-08-11 06:00:00,"06:00:00","3","0","0","2",25.42,28.03,88,70.015,23,"zaterdag"
"2328",2011-06-04 22:00:00,"22:00:00","2","0","0","1",26.24,31.06,57,150.013,190,"zondag"
"10727",2012-12-13 09:00:00,"09:00:00","4","0","1","1",11.48,13.635,52,169.979,325,"vrijdag"
"10109",2012-11-06 14:00:00,"14:00:00","4","0","1","1",14.76,18.18,40,70.015,240,"maandag"
"2368",2011-06-06 14:00:00,"14:00:00","2","0","1","1",31.98,34.09,31,89.981,145,"dinsdag"
"2199",2011-05-18 13:00:00,"13:00:00","2","0","1","2",22.96,26.515,83,220.028,122,"zondag"
"2778",2011-07-04 16:00:00,"16:00:00","3","1","0","1",33.62,37.12,41,0,452,"dinsdag"
"10583",2012-12-07 09:00:00,"09:00:00","4","0","1","2",12.3,15.15,81,89.981,301,"donderdag"
"8488",2012-07-15 01:00:00,"01:00:00","3","0","0","2",27.88,31.82,89,89.981,168,"maandag"
"4029",2011-09-18 22:00:00,"22:00:00","3","0","0","2",22.14,25.76,68,60.032,84,"donderdag"
"9036",2012-08-18 21:00:00,"21:00:00","3","0","0","1",27.06,31.06,61,0,338,"maandag"
"2058",2011-05-12 16:00:00,"16:00:00","2","0","1","2",26.24,31.06,57,169.979,288,"zondag"
"3877",2011-09-12 14:00:00,"14:00:00","3","0","1","1",30.34,33.335,51,110.014,189,"donderdag"
"2646",2011-06-18 04:00:00,"04:00:00","2","0","0","1",24.6,27.275,88,60.032,5,"woensdag"
"4366",2011-10-13 23:00:00,"23:00:00","4","0","1","2",23.78,27.275,88,12.998,47,"zondag"
"2299",2011-06-03 17:00:00,"17:00:00","2","0","1","1",29.52,31.82,25,190.012,558,"vrijdag"
"8476",2012-07-14 13:00:00,"13:00:00","3","0","0","2",31.16,35.605,62,60.032,591,"zondag"
"3457",2011-08-13 23:00:00,"23:00:00","3","0","0","2",27.06,30.305,83,220.028,120,"dinsdag"
"5353",2011-12-17 03:00:00,"03:00:00","4","0","0","1",10.66,12.88,60,12.998,26,"woensdag"
"1339",2011-04-01 16:00:00,"16:00:00","2","0","1","1",13.94,15.15,46,279.993,167,"vrijdag"
"3282",2011-08-06 16:00:00,"16:00:00","3","0","0","3",30.34,35.605,79,110.014,343,"zondag"
"8548",2012-07-17 13:00:00,"13:00:00","3","0","1","1",37.72,40.91,31,12.998,221,"donderdag"
"5577",2012-01-07 12:00:00,"12:00:00","1","0","0","1",16.4,20.455,43,150.013,376,"zaterdag"
"7384",2012-05-07 01:00:00,"01:00:00","2","0","1","2",21.32,25,77,12.998,9,"zondag"
"6724",2012-03-17 11:00:00,"11:00:00","1","0","0","2",21.32,25,77,89.981,585,"maandag"
"10295",2012-11-14 09:00:00,"09:00:00","4","0","1","1",12.3,13.635,52,260.027,332,"donderdag"
"2239",2011-06-01 05:00:00,"05:00:00","2","0","1","2",27.06,29.545,89,60.032,21,"woensdag"
"2763",2011-07-04 01:00:00,"01:00:00","3","1","0","1",26.24,28.79,83,60.032,119,"dinsdag"
"502",2011-02-04 01:00:00,"01:00:00","1","0","1","2",6.56,11.365,59,0,7,"vrijdag"
"9846",2012-10-14 15:00:00,"15:00:00","4","0","0","1",27.06,31.06,39,279.993,568,"maandag"
"10083",2012-11-05 12:00:00,"12:00:00","4","0","1","1",14.76,16.665,43,220.028,244,"zondag"
"5582",2012-01-07 17:00:00,"17:00:00","1","0","0","2",22.14,25.76,43,89.981,322,"zaterdag"
"3512",2011-08-16 06:00:00,"06:00:00","3","0","1","1",25.42,29.545,73,220.028,119,"zaterdag"
"7661",2012-05-18 14:00:00,"14:00:00","2","0","1","1",27.06,31.06,34,89.981,350,"zondag"
"2610",2011-06-16 16:00:00,"16:00:00","2","0","1","3",27.06,31.06,69,12.998,294,"maandag"
"3601",2011-08-19 23:00:00,"23:00:00","3","0","1","2",24.6,27.275,88,60.032,106,"dinsdag"
"7187",2012-04-17 20:00:00,"20:00:00","2","0","1","1",24.6,30.305,23,190.012,402,"donderdag"
"4773",2011-11-11 23:00:00,"23:00:00","4","1","0","1",12.3,15.91,45,60.032,73,"zondag"
"1422",2011-04-05 03:00:00,"03:00:00","2","0","1","2",22.14,25.76,73,220.028,4,"woensdag"
"2140",2011-05-16 02:00:00,"02:00:00","2","0","1","1",20.5,24.24,100,60.032,13,"vrijdag"
"7387",2012-05-07 04:00:00,"04:00:00","2","0","1","2",18.86,22.725,88,89.981,2,"zondag"
"918",2011-03-02 17:00:00,"17:00:00","1","0","1","1",20.5,24.24,23,190.012,268,"woensdag"
"5676",2012-01-11 16:00:00,"16:00:00","1","0","1","2",13.94,15.91,87,169.979,118,"donderdag"
"7388",2012-05-07 05:00:00,"05:00:00","2","0","1","1",18.86,22.725,88,70.015,23,"zondag"
"2078",2011-05-13 12:00:00,"12:00:00","2","0","1","2",21.32,25,88,12.998,223,"maandag"
"1897",2011-05-05 23:00:00,"23:00:00","2","0","1","1",18.86,22.725,41,12.998,115,"vrijdag"
"7476",2012-05-10 21:00:00,"21:00:00","2","0","1","1",20.5,24.24,42,12.998,230,"donderdag"
"5002",2011-12-02 12:00:00,"12:00:00","4","0","1","1",14.76,17.425,57,89.981,204,"vrijdag"
"4391",2011-10-15 00:00:00,"00:00:00","4","0","0","1",18.86,22.725,55,70.015,106,"dinsdag"
"7055",2012-04-12 08:00:00,"08:00:00","2","0","1","1",13.12,15.15,66,220.028,624,"vrijdag"
"5592",2012-01-08 03:00:00,"03:00:00","1","0","0","1",13.94,16.665,42,89.981,32,"zondag"
"9974",2012-10-19 23:00:00,"23:00:00","4","0","1","1",18.86,22.725,88,70.015,131,"zondag"
"1886",2011-05-05 12:00:00,"12:00:00","2","0","1","1",21.32,25,34,239.994,196,"vrijdag"
"6616",2012-03-12 23:00:00,"23:00:00","1","0","1","1",22.96,26.515,56,150.013,63,"dinsdag"
"338",2011-01-15 14:00:00,"14:00:00","1","0","0","1",12.3,14.395,39,190.012,118,"dinsdag"
"4188",2011-10-06 13:00:00,"13:00:00","4","0","1","1",22.96,26.515,46,60.032,191,"vrijdag"
"26",2011-01-02 02:00:00,"02:00:00","1","0","0","2",17.22,21.21,100,190.012,9,"zondag"
"3176",2011-08-02 06:00:00,"06:00:00","3","0","1","1",27.88,31.82,69,70.015,117,"dinsdag"
"3209",2011-08-03 15:00:00,"15:00:00","3","0","1","2",28.7,33.335,79,89.981,118,"woensdag"
"4660",2011-11-07 06:00:00,"06:00:00","4","0","1","2",11.48,15.91,93,0,99,"dinsdag"
"9518",2012-09-19 23:00:00,"23:00:00","3","0","1","1",19.68,23.485,67,60.032,123,"vrijdag"
"9456",2012-09-17 09:00:00,"09:00:00","3","0","1","1",23.78,27.275,68,89.981,299,"woensdag"
"1898",2011-05-06 00:00:00,"00:00:00","2","0","1","1",18.04,21.97,44,110.014,56,"zaterdag"
"2201",2011-05-18 15:00:00,"15:00:00","2","0","1","1",24.6,28.79,78,169.979,167,"zondag"
"7730",2012-06-02 11:00:00,"11:00:00","2","0","0","1",23.78,27.275,46,190.012,536,"donderdag"
"192",2011-01-09 07:00:00,"07:00:00","1","0","0","1",3.28,4.545,53,12.998,6,"dinsdag"
"4212",2011-10-07 13:00:00,"13:00:00","4","0","1","1",24.6,31.06,46,0,305,"zaterdag"
"8430",2012-07-12 15:00:00,"15:00:00","3","0","1","1",32.8,35.605,36,12.998,271,"vrijdag"
